proposedItemNum,desiredItemNum,proposedDate,decisionDate,status
5717,7335,2022-05-03,,Pending
5719,2865,2022-05-10,,Pending
5720,5978,2022-05-18,2022-05-19,Accepted
5721,5149,2022-04-28,2022-05-25,Accepted
5723,5070,2022-05-05,,Pending
5724,538,2022-04-28,2022-05-18,Accepted
5730,2885,2022-05-12,,Pending
5731,4613,2022-05-19,2022-06-13,Accepted
5732,1885,2022-04-27,,Pending
5733,575,2022-04-22,2022-05-02,Accepted
5734,6242,2022-04-15,,Pending
5735,3572,2022-04-19,,Pending
5737,2660,2022-04-25,2022-06-14,Rejected
5743,1061,2022-04-15,2022-04-21,Accepted
5746,2992,2022-04-22,2022-04-27,Accepted
5747,2837,2022-04-27,2022-05-05,Accepted
5749,5163,2022-04-19,,Pending
5755,5320,2022-05-30,2022-06-03,Accepted
5757,6430,2022-04-15,2022-04-25,Rejected
5758,3868,2022-04-26,,Pending
5760,1081,2022-05-20,,Pending
5761,2277,2022-04-28,2022-05-10,Accepted
5762,2041,2022-05-02,,Pending
5764,4165,2022-04-19,2022-04-26,Accepted
5765,375,2022-04-15,2022-04-18,Accepted
5767,2573,2022-05-26,2022-05-30,Accepted
5767,6645,2022-04-15,2022-05-04,Rejected
5771,4369,2022-04-18,2022-06-10,Rejected
5773,6825,2022-04-25,,Pending
5779,1886,2022-04-28,2022-05-12,Rejected
5781,248,2022-04-18,2022-05-30,Accepted
5783,1425,2022-05-27,2022-06-08,Accepted
5784,2995,2022-05-10,2022-06-14,Rejected
5785,912,2022-05-03,2022-05-12,Accepted
5790,3145,2022-05-02,,Pending
5794,6881,2022-05-06,2022-06-09,Accepted
5796,620,2022-04-15,2022-04-21,Accepted
5797,6816,2022-05-05,,Pending
5799,4525,2022-04-29,2022-05-11,Accepted
5800,757,2022-04-19,,Pending
5801,2661,2022-04-18,2022-06-07,Accepted
5806,6348,2022-04-29,2022-05-11,Accepted
5808,931,2022-04-26,2022-05-05,Accepted
5809,6502,2022-06-08,,Pending
5811,4937,2022-04-19,2022-06-09,Accepted
5817,2942,2022-05-16,,Pending
5820,5774,2022-04-21,2022-05-19,Accepted
5822,6463,2022-04-27,2022-05-03,Rejected
5823,1033,2022-05-30,,Pending
5824,6407,2022-04-28,2022-05-04,Accepted
5827,4348,2022-05-20,,Pending
5829,1099,2022-05-18,,Pending
5830,24,2022-05-25,,Pending
5832,4557,2022-04-19,2022-04-29,Rejected
5833,6054,2022-04-29,2022-05-13,Accepted
5836,4948,2022-04-19,,Pending
5837,6379,2022-04-15,2022-05-06,Rejected
5837,7279,2022-05-09,2022-06-09,Accepted
5839,4395,2022-04-15,2022-05-26,Rejected
5841,2259,2022-06-01,2022-06-08,Rejected
5842,4998,2022-05-17,,Pending
5843,323,2022-04-18,2022-04-25,Rejected
5843,1272,2022-05-23,,Pending
5844,6094,2022-04-28,2022-05-17,Accepted
5846,6224,2022-06-03,,Pending
5848,1115,2022-06-09,,Pending
5850,5686,2022-04-15,2022-04-21,Accepted
5854,6658,2022-05-26,,Pending
5855,2430,2022-04-21,2022-05-04,Accepted
5857,3485,2022-05-17,2022-06-02,Rejected
5858,3432,2022-04-20,2022-05-05,Rejected
5858,5447,2022-05-23,,Pending
5860,6591,2022-04-25,2022-05-26,Accepted
5861,2417,2022-05-24,2022-06-03,Accepted
5861,5130,2022-04-15,2022-04-19,Rejected
5862,6237,2022-04-18,,Pending
5863,2310,2022-06-09,,Pending
5864,5922,2022-05-17,2022-05-24,Accepted
5866,1488,2022-04-20,2022-05-05,Accepted
5868,232,2022-05-20,,Pending
5869,4632,2022-05-11,2022-05-20,Accepted
5870,3209,2022-04-20,2022-05-18,Accepted
5871,5876,2022-05-12,2022-06-09,Accepted
5877,5710,2022-04-25,2022-06-14,Accepted
5878,4106,2022-06-08,,Pending
5879,7086,2022-06-10,,Pending
5881,4661,2022-05-24,2022-06-10,Accepted
5885,4858,2022-04-15,2022-05-27,Rejected
5886,6679,2022-05-03,2022-05-26,Rejected
5887,2657,2022-04-19,,Pending
5891,2256,2022-04-19,2022-05-17,Rejected
5893,4358,2022-04-29,,Pending
5894,1423,2022-06-03,2022-06-08,Rejected
5896,2562,2022-04-18,2022-06-02,Accepted
5897,6453,2022-04-15,2022-04-20,Accepted
5900,3898,2022-04-29,2022-05-12,Accepted
5902,1104,2022-05-09,2022-05-31,Rejected
5906,3830,2022-05-10,2022-06-09,Accepted
5909,7165,2022-04-18,2022-05-30,Accepted
5910,324,2022-05-03,2022-05-06,Accepted
5912,637,2022-05-10,2022-06-01,Accepted
5913,2207,2022-04-19,2022-04-22,Accepted
5914,1815,2022-04-29,,Pending
5915,4003,2022-04-18,2022-04-25,Accepted
5917,4105,2022-05-05,2022-05-16,Accepted
5921,3418,2022-04-19,2022-04-27,Rejected
5930,2084,2022-04-22,,Pending
5931,1511,2022-04-26,2022-04-28,Rejected
5931,2330,2022-05-30,,Pending
5938,5699,2022-05-16,2022-06-09,Rejected
5940,3327,2022-04-18,2022-05-06,Accepted
5941,2916,2022-05-04,2022-06-01,Accepted
5944,3875,2022-04-29,2022-05-06,Accepted
5945,4164,2022-04-15,2022-05-03,Accepted
5946,4781,2022-04-19,2022-05-02,Rejected
5946,5430,2022-06-10,,Pending
5948,244,2022-05-26,,Pending
5950,5494,2022-05-03,2022-06-02,Rejected
5952,3493,2022-04-20,2022-04-26,Rejected
5953,638,2022-04-27,2022-06-06,Rejected
5954,3178,2022-05-16,2022-05-23,Accepted
5955,289,2022-06-08,,Pending
5956,1300,2022-04-22,,Pending
5957,6452,2022-04-15,2022-04-21,Rejected
5962,2957,2022-04-27,2022-05-16,Accepted
5963,6335,2022-05-04,2022-05-17,Accepted
5964,4714,2022-04-15,2022-04-18,Rejected
5965,5975,2022-04-18,2022-05-12,Accepted
5968,5551,2022-06-08,,Pending
5969,6900,2022-05-30,2022-05-31,Rejected
5970,5445,2022-05-17,2022-06-06,Rejected
5972,4007,2022-04-18,2022-05-27,Accepted
5978,5472,2022-04-22,2022-05-10,Rejected
5982,4547,2022-06-09,,Pending
5982,4728,2022-05-03,2022-06-03,Rejected
5986,1226,2022-04-18,2022-05-09,Accepted
5988,5996,2022-04-15,2022-06-07,Rejected
5989,6843,2022-04-28,2022-04-29,Accepted
5996,294,2022-06-07,2022-06-13,Accepted
5997,5263,2022-05-25,,Pending
5997,6849,2022-04-20,2022-05-11,Rejected
6001,1801,2022-04-21,2022-05-26,Accepted
6002,6115,2022-04-15,2022-04-28,Accepted
6003,7105,2022-04-28,2022-05-13,Accepted
6004,7379,2022-04-22,2022-05-09,Accepted
6007,2779,2022-04-18,2022-04-19,Rejected
6010,3740,2022-06-06,,Pending
6011,84,2022-04-21,2022-04-26,Accepted
6012,843,2022-04-27,,Pending
6013,185,2022-04-19,2022-04-29,Accepted
6018,1703,2022-04-19,2022-04-26,Rejected
6019,5192,2022-04-29,,Pending
6021,6388,2022-04-15,2022-05-05,Accepted
6023,4216,2022-04-20,2022-04-26,Accepted
6024,5880,2022-04-15,2022-05-10,Rejected
6027,6507,2022-05-06,2022-05-23,Accepted
6030,357,2022-05-06,2022-05-26,Rejected
6030,1066,2022-05-27,,Pending
6037,5636,2022-05-13,2022-06-06,Accepted
6038,5350,2022-04-20,2022-05-26,Accepted
6039,6868,2022-04-15,2022-05-03,Rejected
6042,6872,2022-05-12,,Pending
6046,6606,2022-04-15,2022-04-19,Accepted
6047,6417,2022-04-20,2022-06-09,Accepted
6050,987,2022-04-19,2022-05-13,Rejected
6050,2393,2022-05-13,,Pending
6056,2570,2022-04-15,2022-04-18,Rejected
6058,5465,2022-06-08,,Pending
6062,6020,2022-05-12,2022-05-13,Accepted
6063,44,2022-05-05,,Pending
6064,4532,2022-05-12,2022-05-20,Rejected
6064,5984,2022-05-23,,Pending
6065,6524,2022-04-22,2022-06-03,Accepted
6066,4022,2022-04-19,2022-05-11,Rejected
6067,6127,2022-05-02,2022-05-26,Rejected
6068,4801,2022-04-19,2022-04-26,Accepted
6069,1145,2022-04-15,2022-04-18,Accepted
6070,4535,2022-06-01,,Pending
6072,3355,2022-04-25,2022-04-27,Rejected
6074,555,2022-04-15,2022-05-26,Accepted
6076,6511,2022-05-06,,Pending
6078,1727,2022-04-19,,Pending
6079,3175,2022-04-25,,Pending
6080,840,2022-05-10,2022-05-20,Accepted
6081,5276,2022-04-18,2022-04-19,Accepted
6083,740,2022-04-21,2022-05-12,Rejected
6086,6779,2022-05-25,2022-05-26,Accepted
6087,1205,2022-04-18,2022-06-14,Rejected
6089,7088,2022-05-30,,Pending
6091,2423,2022-04-22,,Pending
6093,5562,2022-04-21,2022-04-29,Rejected
6094,7354,2022-04-20,2022-04-28,Rejected
6096,4731,2022-04-15,,Pending
6097,2752,2022-06-08,,Pending
6106,1039,2022-04-18,2022-05-20,Rejected
6107,4967,2022-05-02,2022-05-30,Rejected
6108,5514,2022-06-03,,Pending
6109,4700,2022-05-25,2022-05-30,Accepted
6110,577,2022-05-18,,Pending
6110,4238,2022-04-18,2022-04-28,Rejected
6111,6210,2022-04-15,2022-05-04,Accepted
6112,1405,2022-04-19,2022-04-28,Accepted
6114,5582,2022-06-13,,Pending
6114,5861,2022-05-13,2022-05-19,Rejected
6117,3451,2022-04-26,2022-06-06,Rejected
6121,4750,2022-04-19,2022-06-06,Accepted
6122,3952,2022-04-18,,Pending
6124,1176,2022-05-13,2022-05-24,Rejected
6125,2052,2022-05-04,,Pending
6132,4703,2022-04-15,2022-05-11,Accepted
6134,7051,2022-04-27,,Pending
6135,7043,2022-04-20,2022-05-20,Accepted
6136,208,2022-04-18,2022-05-12,Accepted
6137,1281,2022-04-25,2022-05-16,Rejected
6138,2437,2022-04-20,2022-04-22,Accepted
6139,423,2022-04-15,2022-06-14,Rejected
6143,7108,2022-05-10,2022-05-26,Accepted
6144,6113,2022-05-12,2022-05-13,Accepted
6147,834,2022-04-18,2022-04-26,Rejected
6147,1803,2022-05-19,,Pending
6148,6706,2022-05-20,,Pending
6149,3020,2022-04-25,2022-05-20,Accepted
6153,724,2022-04-25,,Pending
6153,5786,2022-04-18,2022-04-25,Rejected
6154,155,2022-04-15,2022-05-09,Accepted
6159,4529,2022-04-19,2022-06-01,Accepted
6160,2564,2022-04-21,2022-06-03,Accepted
6162,3789,2022-04-27,2022-05-17,Accepted
6164,5159,2022-04-26,2022-04-29,Accepted
6166,6756,2022-05-24,2022-06-03,Accepted
6167,6401,2022-05-04,2022-05-10,Accepted
6168,7056,2022-04-18,2022-04-26,Accepted
6170,542,2022-04-19,2022-04-20,Rejected
6171,1514,2022-04-15,2022-05-17,Accepted
6174,5958,2022-04-19,2022-05-31,Accepted
6175,1407,2022-04-25,2022-05-02,Rejected
6176,2481,2022-05-03,2022-05-23,Accepted
6178,5112,2022-06-13,,Pending
6179,360,2022-05-18,2022-05-23,Accepted
6180,6582,2022-04-18,2022-04-26,Accepted
6181,5131,2022-04-15,2022-05-18,Rejected
6182,4277,2022-04-22,,Pending
6184,220,2022-05-20,2022-05-27,Accepted
6184,1289,2022-04-28,2022-05-06,Rejected
6186,5745,2022-05-03,2022-05-19,Accepted
6188,5107,2022-06-13,,Pending
6188,5534,2022-04-15,2022-05-27,Rejected
6189,1689,2022-04-22,2022-05-03,Rejected
6193,573,2022-05-09,2022-05-25,Accepted
6193,5399,2022-04-25,2022-05-06,Rejected
6194,4578,2022-05-26,,Pending
6194,5030,2022-04-19,2022-04-20,Rejected
6195,5010,2022-05-02,,Pending
6197,4966,2022-04-18,2022-04-26,Accepted
6199,4350,2022-05-30,2022-05-31,Rejected
6199,7407,2022-06-13,,Pending
6201,283,2022-05-05,2022-05-20,Accepted
6202,3960,2022-04-18,2022-04-29,Accepted
6203,4045,2022-05-19,2022-05-31,Accepted
6204,3951,2022-05-09,,Pending
6204,4359,2022-04-26,2022-05-06,Rejected
6205,6838,2022-04-20,2022-04-22,Accepted
6206,2483,2022-04-15,2022-05-09,Accepted
6207,6473,2022-04-18,,Pending
6208,6957,2022-05-18,,Pending
6209,1072,2022-04-19,2022-06-02,Accepted
6213,3126,2022-04-22,2022-04-28,Accepted
6216,4497,2022-04-21,2022-05-05,Accepted
6218,5425,2022-04-15,2022-04-28,Rejected
6218,7096,2022-05-09,,Pending
6219,3654,2022-04-18,2022-05-24,Accepted
6223,1470,2022-05-17,2022-06-09,Rejected
6226,2076,2022-06-10,2022-06-14,Accepted
6226,5920,2022-05-05,2022-05-12,Rejected
6229,2750,2022-05-13,2022-06-13,Accepted
6233,2698,2022-06-03,,Pending
6235,586,2022-05-05,,Pending
6236,3880,2022-04-15,2022-04-20,Accepted
6239,4327,2022-04-29,2022-05-06,Accepted
6241,3044,2022-04-18,2022-04-29,Rejected
6243,4084,2022-05-16,2022-06-03,Accepted
6244,6567,2022-04-19,,Pending
6245,1096,2022-04-18,2022-04-29,Rejected
6245,4711,2022-05-02,2022-05-12,Accepted
6246,4746,2022-04-20,2022-05-31,Accepted
6247,4945,2022-04-27,2022-05-16,Accepted
6248,5793,2022-04-18,2022-05-12,Accepted
6251,681,2022-05-24,,Pending
6253,1366,2022-06-13,,Pending
6255,7273,2022-05-04,2022-05-17,Accepted
6257,5816,2022-05-19,,Pending
6258,352,2022-05-02,2022-05-12,Accepted
6261,2482,2022-05-03,2022-05-16,Accepted
6263,2431,2022-04-15,2022-05-03,Rejected
6263,5748,2022-05-12,2022-05-25,Accepted
6265,7164,2022-06-02,,Pending
6266,59,2022-04-22,2022-05-05,Accepted
6267,1086,2022-04-18,2022-05-17,Accepted
6269,5763,2022-04-15,2022-04-19,Accepted
6270,1461,2022-05-04,2022-06-14,Accepted
6273,5011,2022-05-09,2022-06-01,Accepted
6274,6234,2022-05-06,2022-05-12,Accepted
6275,919,2022-05-04,,Pending
6278,1401,2022-05-03,2022-05-11,Accepted
6279,4441,2022-04-18,2022-04-20,Rejected
6280,4321,2022-04-20,2022-06-09,Rejected
6283,6395,2022-04-22,2022-05-10,Rejected
6284,2442,2022-04-19,2022-06-07,Accepted
6285,6602,2022-04-18,2022-04-20,Accepted
6286,1002,2022-04-28,,Pending
6287,4118,2022-04-25,2022-05-09,Rejected
6288,4147,2022-05-17,2022-05-23,Accepted
6290,2576,2022-04-20,2022-06-10,Accepted
6291,1939,2022-04-18,2022-05-13,Accepted
6292,1601,2022-05-02,2022-05-05,Accepted
6293,6937,2022-04-15,2022-04-21,Rejected
6294,3992,2022-04-15,2022-05-06,Accepted
6295,2593,2022-04-18,2022-05-27,Accepted
6296,5650,2022-04-22,2022-04-27,Rejected
6298,2733,2022-04-15,2022-05-30,Rejected
6299,2379,2022-05-09,,Pending
6300,3253,2022-04-25,2022-06-07,Accepted
6301,7364,2022-05-02,2022-05-18,Accepted
6302,5889,2022-04-27,2022-05-18,Accepted
6303,1777,2022-05-11,2022-06-07,Rejected
6308,29,2022-05-04,2022-05-30,Accepted
6309,4192,2022-04-29,2022-05-30,Rejected
6310,1972,2022-04-20,2022-06-09,Accepted
6312,4871,2022-05-26,,Pending
6316,2347,2022-04-25,2022-05-26,Accepted
6319,1172,2022-04-21,,Pending
6323,1508,2022-05-06,2022-05-10,Rejected
6323,1511,2022-04-18,2022-04-22,Rejected
6323,3439,2022-05-16,2022-05-30,Rejected
6325,3495,2022-04-26,2022-05-02,Accepted
6325,5829,2022-04-15,2022-04-26,Rejected
6326,4310,2022-04-20,2022-04-21,Accepted
6331,905,2022-05-26,,Pending
6332,7222,2022-04-18,2022-04-19,Accepted
6334,7386,2022-04-20,2022-05-25,Accepted
6336,3808,2022-04-29,2022-05-18,Accepted
6337,5584,2022-05-20,,Pending
6338,4505,2022-04-20,2022-05-31,Accepted
6339,5854,2022-04-18,2022-05-24,Rejected
6340,6056,2022-04-22,2022-04-29,Rejected
6341,1999,2022-04-21,2022-05-02,Rejected
6341,5441,2022-05-12,,Pending
6342,4342,2022-05-27,2022-06-13,Accepted
6343,1234,2022-04-28,2022-05-02,Rejected
6349,2788,2022-05-04,,Pending
6350,5285,2022-04-21,2022-06-02,Accepted
6352,1339,2022-05-09,2022-05-25,Accepted
6356,4782,2022-04-18,2022-06-13,Accepted
6358,240,2022-04-28,2022-05-20,Accepted
6358,6045,2022-04-20,2022-04-25,Rejected
6360,1511,2022-05-20,,Pending
6363,3055,2022-04-19,2022-06-07,Accepted
6364,4449,2022-04-15,2022-04-26,Accepted
6369,1723,2022-05-16,2022-05-19,Accepted
6369,5834,2022-04-15,2022-04-25,Rejected
6371,4890,2022-05-04,2022-05-09,Accepted
6372,1504,2022-04-18,2022-04-21,Accepted
6374,2754,2022-04-15,2022-05-13,Accepted
6375,1269,2022-04-19,2022-06-03,Rejected
6377,1769,2022-05-16,2022-05-20,Rejected
6381,7046,2022-04-15,2022-04-22,Accepted
6382,118,2022-05-04,2022-06-09,Accepted
6383,857,2022-04-21,2022-05-19,Accepted
6384,5890,2022-05-18,,Pending
6387,1213,2022-04-15,,Pending
6389,6518,2022-05-23,2022-05-24,Accepted
6390,4035,2022-06-07,,Pending
6390,6805,2022-05-09,2022-05-10,Rejected
6391,5042,2022-04-15,2022-05-03,Accepted
6392,691,2022-04-21,2022-05-05,Accepted
6393,3507,2022-04-18,2022-05-09,Accepted
6404,5228,2022-04-15,2022-05-16,Rejected
6406,5778,2022-05-02,2022-05-04,Rejected
6407,3216,2022-04-15,2022-04-25,Rejected
6408,5819,2022-04-22,2022-06-09,Rejected
6409,2320,2022-04-19,2022-05-11,Accepted
6410,6029,2022-04-21,,Pending
6411,2925,2022-04-19,2022-04-21,Rejected
6411,7343,2022-05-26,,Pending
6413,5840,2022-04-15,,Pending
6414,1065,2022-05-25,2022-05-27,Accepted
6416,1466,2022-05-12,,Pending
6420,3125,2022-04-15,2022-04-25,Accepted
6421,1721,2022-04-19,2022-06-10,Rejected
6422,7345,2022-06-13,,Pending
6427,6677,2022-04-21,2022-05-06,Rejected
6428,408,2022-05-06,2022-05-17,Rejected
6429,3939,2022-04-22,2022-04-27,Rejected
6435,4276,2022-04-19,2022-04-26,Rejected
6438,6719,2022-04-18,2022-06-03,Accepted
6442,4244,2022-06-02,,Pending
6443,3447,2022-05-03,,Pending
6444,3129,2022-05-13,,Pending
6446,7053,2022-04-21,2022-05-17,Accepted
6447,2977,2022-04-18,2022-05-19,Rejected
6450,2758,2022-04-19,2022-05-17,Accepted
6451,7036,2022-04-15,2022-05-13,Rejected
6454,7418,2022-05-18,2022-05-26,Accepted
6455,6526,2022-06-10,,Pending
6456,2953,2022-04-25,2022-05-16,Accepted
6458,4018,2022-05-03,2022-05-09,Accepted
6459,1267,2022-06-07,2022-06-10,Accepted
6462,2595,2022-04-18,,Pending
6463,284,2022-06-14,,Pending
6463,7345,2022-05-24,2022-06-09,Rejected
6467,4569,2022-04-18,2022-05-02,Accepted
6468,6777,2022-04-15,2022-05-06,Accepted
6470,6141,2022-06-14,,Pending
6474,4202,2022-06-06,,Pending
6476,2558,2022-04-28,,Pending
6478,1867,2022-04-20,2022-05-04,Accepted
6479,3051,2022-05-23,,Pending
6481,4306,2022-04-18,2022-04-27,Accepted
6482,5071,2022-05-12,,Pending
6485,2542,2022-05-05,2022-05-13,Rejected
6485,4634,2022-05-25,,Pending
6485,5248,2022-04-18,2022-05-05,Rejected
6486,5271,2022-06-10,,Pending
6488,4178,2022-04-15,2022-04-29,Accepted
6489,3629,2022-04-19,,Pending
6491,6999,2022-04-29,2022-06-09,Rejected
6497,6085,2022-04-22,2022-05-04,Accepted
6498,2630,2022-05-27,,Pending
6500,3826,2022-04-21,2022-05-23,Accepted
6505,5230,2022-05-30,2022-06-03,Accepted
6506,6471,2022-04-20,2022-05-20,Accepted
6508,3535,2022-04-25,2022-05-10,Accepted
6512,7420,2022-05-03,2022-05-25,Accepted
6513,2806,2022-04-21,2022-04-26,Rejected
6513,5562,2022-04-29,,Pending
6514,4912,2022-05-09,2022-05-19,Rejected
6514,5926,2022-05-19,,Pending
6514,6881,2022-04-15,2022-05-03,Rejected
6515,3252,2022-05-20,,Pending
6516,3459,2022-04-26,2022-05-30,Rejected
6516,6575,2022-06-13,,Pending
6519,107,2022-05-03,2022-06-03,Accepted
6521,5834,2022-05-02,2022-05-05,Accepted
6525,5347,2022-04-15,2022-04-22,Accepted
6527,3840,2022-04-20,2022-05-19,Accepted
6529,4169,2022-05-04,2022-05-12,Rejected
6531,3336,2022-04-21,2022-05-10,Accepted
6537,5312,2022-04-26,2022-06-07,Accepted
6544,3168,2022-04-19,2022-04-28,Accepted
6545,4400,2022-04-20,2022-04-25,Accepted
6546,5736,2022-04-26,,Pending
6550,288,2022-04-18,2022-06-08,Accepted
6553,6946,2022-06-07,,Pending
6554,2087,2022-04-21,2022-04-25,Accepted
6556,3218,2022-05-04,,Pending
6558,4640,2022-04-29,2022-05-12,Rejected
6560,4541,2022-05-18,,Pending
6561,3351,2022-06-10,,Pending
6561,3554,2022-04-18,2022-04-22,Rejected
6562,2395,2022-04-15,,Pending
6563,103,2022-04-25,,Pending
6564,3632,2022-05-16,,Pending
6565,5967,2022-04-29,,Pending
6566,1355,2022-04-22,2022-05-02,Accepted
6569,2444,2022-05-16,2022-06-01,Rejected
6572,5957,2022-04-22,,Pending
6573,5080,2022-04-25,2022-05-30,Rejected
6576,4111,2022-04-15,,Pending
6578,1361,2022-05-12,2022-05-17,Accepted
6583,1276,2022-05-13,2022-05-23,Rejected
6584,6859,2022-04-18,2022-05-10,Accepted
6585,890,2022-04-22,,Pending
6586,4594,2022-04-26,2022-05-05,Rejected
6587,6222,2022-06-02,2022-06-03,Accepted
6588,429,2022-06-06,,Pending
6588,6677,2022-05-11,2022-06-03,Rejected
6589,5228,2022-05-27,2022-06-08,Accepted
6589,6007,2022-04-27,2022-05-24,Rejected
6590,4646,2022-04-22,2022-04-25,Rejected
6595,6687,2022-04-22,2022-05-17,Accepted
6596,5453,2022-04-20,2022-06-06,Accepted
6597,1832,2022-04-25,2022-06-10,Rejected
6599,3886,2022-06-10,,Pending
6601,2389,2022-06-09,2022-06-10,Rejected
6608,1551,2022-04-29,2022-05-09,Accepted
6609,5039,2022-04-28,,Pending
6610,6939,2022-05-11,,Pending
6611,3289,2022-05-27,2022-06-10,Rejected
6612,8,2022-04-15,2022-04-19,Rejected
6612,2535,2022-05-18,2022-06-07,Accepted
6612,6119,2022-04-25,2022-05-17,Rejected
6614,6742,2022-05-04,,Pending
6616,2527,2022-04-25,,Pending
6618,5038,2022-04-20,,Pending
6622,6442,2022-04-27,2022-05-03,Rejected
6622,6875,2022-05-05,2022-05-13,Rejected
6623,594,2022-04-29,2022-05-30,Accepted
6627,833,2022-04-26,2022-04-27,Accepted
6628,4025,2022-05-06,2022-05-09,Accepted
6629,6271,2022-04-21,2022-04-29,Rejected
6630,1800,2022-04-15,2022-04-22,Accepted
6634,6130,2022-04-21,2022-05-30,Accepted
6638,5145,2022-04-29,2022-05-02,Accepted
6639,689,2022-04-19,,Pending
6642,12,2022-05-18,2022-06-03,Accepted
6643,371,2022-04-19,2022-04-22,Accepted
6644,5211,2022-04-18,2022-05-24,Accepted
6645,7319,2022-05-04,,Pending
6647,7208,2022-04-29,,Pending
6648,1078,2022-05-10,,Pending
6650,4792,2022-04-15,,Pending
6657,4869,2022-05-23,,Pending
6657,5905,2022-04-20,2022-05-02,Rejected
6660,3655,2022-06-02,,Pending
6667,7173,2022-04-15,2022-05-13,Accepted
6668,6241,2022-05-02,,Pending
6670,5961,2022-04-20,2022-05-09,Accepted
6672,6228,2022-05-05,2022-06-08,Accepted
6673,1106,2022-04-26,2022-05-03,Rejected
6673,5949,2022-06-06,,Pending
6682,3937,2022-05-13,2022-05-17,Accepted
6684,4171,2022-05-23,,Pending
6684,4842,2022-05-05,2022-05-11,Rejected
6686,5688,2022-04-19,2022-05-13,Accepted
6688,361,2022-04-15,2022-04-22,Rejected
6693,1697,2022-04-19,2022-06-01,Accepted
6699,7244,2022-04-20,2022-04-25,Accepted
6700,5668,2022-05-24,2022-05-31,Accepted
6703,3697,2022-04-15,2022-05-04,Rejected
6704,1735,2022-04-19,2022-05-02,Rejected
6704,2559,2022-05-11,,Pending
6705,642,2022-04-18,2022-05-10,Rejected
6707,939,2022-05-03,2022-06-03,Rejected
6708,653,2022-06-03,,Pending
6709,618,2022-05-04,2022-05-11,Rejected
6710,2753,2022-04-21,2022-05-06,Accepted
6713,5084,2022-05-10,2022-05-30,Accepted
6715,5645,2022-04-19,2022-06-09,Rejected
6716,709,2022-05-04,2022-06-07,Accepted
6723,2190,2022-06-08,,Pending
6723,2309,2022-04-15,2022-04-22,Rejected
6724,1992,2022-04-18,2022-06-09,Accepted
6726,3591,2022-04-22,2022-05-17,Accepted
6727,5370,2022-05-04,,Pending
6730,2103,2022-05-16,,Pending
6732,6879,2022-06-02,2022-06-09,Rejected
6733,1699,2022-05-25,2022-05-27,Accepted
6734,4993,2022-04-27,2022-05-20,Rejected
6735,5265,2022-06-06,,Pending
6739,6041,2022-05-24,2022-06-09,Accepted
6740,6651,2022-05-12,,Pending
6743,1830,2022-05-23,2022-05-26,Rejected
6744,984,2022-04-18,2022-04-27,Rejected
6744,2169,2022-05-03,2022-05-18,Accepted
6745,4394,2022-04-19,2022-04-27,Accepted
6747,4308,2022-04-19,2022-05-04,Accepted
6749,4227,2022-06-14,,Pending
6751,4553,2022-05-24,2022-06-09,Rejected
6760,3095,2022-05-13,2022-05-30,Accepted
6761,23,2022-04-27,2022-05-23,Accepted
6762,2880,2022-04-21,2022-04-26,Accepted
6763,3186,2022-04-25,2022-05-23,Accepted
6764,386,2022-04-15,2022-05-09,Rejected
6765,1383,2022-05-11,2022-05-23,Accepted
6766,7083,2022-05-23,2022-05-27,Accepted
6767,3835,2022-04-15,2022-05-24,Accepted
6770,1952,2022-04-28,2022-04-29,Accepted
6771,440,2022-06-02,2022-06-08,Rejected
6772,3383,2022-06-13,,Pending
6772,5430,2022-04-21,2022-05-26,Rejected
6774,6568,2022-05-10,2022-06-07,Accepted
6778,1566,2022-05-16,,Pending
6783,4952,2022-04-25,2022-05-18,Accepted
6784,3142,2022-04-28,2022-05-04,Rejected
6787,364,2022-04-19,2022-05-26,Accepted
6789,5214,2022-04-20,2022-05-27,Accepted
6790,4210,2022-04-18,2022-04-28,Accepted
6792,3603,2022-06-09,,Pending
6792,5107,2022-05-13,2022-05-17,Rejected
6793,1863,2022-04-29,2022-06-01,Accepted
6794,6053,2022-06-06,2022-06-07,Rejected
6794,6739,2022-04-20,2022-05-24,Rejected
6795,3052,2022-04-15,2022-05-11,Accepted
6801,2025,2022-04-25,2022-05-05,Rejected
6801,6006,2022-05-23,,Pending
6802,5772,2022-04-19,2022-05-18,Accepted
6803,2678,2022-06-10,,Pending
6803,2686,2022-04-18,2022-05-16,Rejected
6803,7227,2022-06-03,2022-06-09,Rejected
6805,2585,2022-05-19,2022-06-02,Accepted
6808,392,2022-04-15,2022-05-20,Accepted
6809,4554,2022-04-19,2022-05-25,Rejected
6810,7028,2022-05-25,2022-06-10,Rejected
6813,3892,2022-04-21,2022-04-29,Rejected
6813,5565,2022-05-05,2022-05-10,Accepted
6815,937,2022-04-20,2022-04-25,Accepted
6817,2340,2022-06-13,,Pending
6818,39,2022-05-06,,Pending
6821,388,2022-05-05,2022-06-01,Rejected
6821,6379,2022-06-08,,Pending
6823,2135,2022-04-19,2022-04-20,Accepted
6827,582,2022-04-18,2022-04-19,Rejected
6827,7191,2022-04-19,,Pending
6831,2668,2022-05-03,2022-05-12,Rejected
6834,7327,2022-04-29,2022-05-30,Accepted
6842,4843,2022-04-15,2022-05-20,Accepted
6845,4119,2022-04-20,2022-04-22,Accepted
6847,1181,2022-04-18,2022-05-04,Rejected
6851,2544,2022-04-20,2022-05-11,Accepted
